"region_depart","province_depart","etat_depart","sousetat_depart","amiraute_depart","port_depart","outdate_fixed","port_destination","partner_balance_1789","partner_balance_supp_1789","pointcall_province","substate_destination","state_destination","ship_id","ship_name","captain_name","homeport_state_1789_fr","homeport_substate_1789_fr","homeport_toponyme_fr","homeport_province","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","taxe_amount01","taxe_amount02","taxe_amount03","tonnage","tonnage_unit","tonnage_class","ship_flag_standardized_fr"
Bretagne,Bretagne,France,,Brest,Roscoff,1787-03-19,Coverack,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0002298N",Maccarony,"Barcker, Benjamin",Grande-Bretagne,Angleterre,Coverack,,Eau-de-vie,,,,480,36,0,"3",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-02-20,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000740N",Pite,"Sharp, William",Grande-Bretagne,Angleterre,Douvres,,,,,,450,675,135,"30",tx,[21-50],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-04-02,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0002922N",Speedwell,"Johnson, Israel",Grande-Bretagne,Angleterre,Ipswich,,,,,,450,135,0,"12",tx,[1-20],britannique
Normandie,Normandie,France,,Le Havre,Le Havre,1787-12-01,Gand,Etats de l'Empereur,Etranger,,Pays-Bas autrichiens,Autriche,"0007387N",Geluck,"Schottz, Jan",,,,,,,,,117,390,0,"212",tx,[201-500],
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-11-02,Amsterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0002240N",Joséphine Rose,"Margollé, Philippe",France,,Dunkerque,Flandre,Blé,,,,450,135,0,"200",tx,[101-200],français
Picardie,Picardie,France,,Calais,Calais,1787-06-02,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0002143N",Liberté,"Amon, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,900,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-09-09,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000740N",Pitt,Sharp,Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,450,135,0,"30",tx,[21-50],britannique
Picardie,Picardie,France,,Calais,Calais,1787-08-19,Deal,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000616N",Quiblar,"Kerrish, John",Grande-Bretagne,Angleterre,Deal,,,,,,450,150,135,"2",tx,[1-20],britannique
Bretagne,Bretagne,France,,Saint-Malo,Saint-Malo,1787-04-05,"Terre-Neuve, île de",Angleterre,Etranger,,colonies britanniques d'Amérique,Grande-Bretagne,"0016319N",Césard,"Mullot, Claude",France,,Saint-Malo,Bretagne,Sel,Pêche à la morue,,,1 800,540,0,"140",tx,[101-200],français
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-12-09,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001973N",Fortune,Bowlt,,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-09-06,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001282N",Sommersett,"Appleton, Jean",,,,,,,,,450,135,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-07-23,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0004084N",Princesse,"Ratcliff, John",Grande-Bretagne,Angleterre,Douvres,,,,,,135,2 550,765,"34",tx,[21-50],britannique
Aunis-Saintonge-Poitou,Aunis,France,,La Rochelle,Tonnay-Charente,1787-09-07,Londres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0008486N",Tweend,"Richard, Crawford",Grande-Bretagne,Angleterre,Londres,,,,,,480,0,0,"125",tx,[101-200],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-02-06,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001338N",Two Sister,"Cook, Peter",,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Normandie,Normandie,France,,Dieppe,Dieppe,1787-10-31,Brighton,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000974N",Prince Guillaume Henry,"Whites, John",,,,,,,,,390,117,0,"50",tx,[21-50],britannique
Normandie,Normandie,France,,Le Havre,Le Havre,1787-11-30,Cadix,Espagne,Etranger,,,Espagne,"0010431N",Speculation,"Sehanberg, Hans",,,,,,,,,117,390,0,"348",tx,[201-500],
Bretagne,Bretagne,France,,Saint-Malo,Saint-Malo,1787-09-04,Jersey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0006712N",Jeannette,"Kerveur, Louis",France,,Saint-Malo,Bretagne,Passagers,,,,240,72,0,"9",tx,[1-20],français
Roussillon,Roussillon,France,,Collioure,Collioure,1787-01-29,Porto Maurizio,,Etranger,,,République de Gênes,"0013845N",Saint Joseph,"Vidal, Jean Antoine",France,,Sète,Languedoc,Vin,,,,240,72,0,"36",tx,[21-50],français
Normandie,Normandie,France,,Le Havre,Le Havre,1787-03-15,Norfolk,Etats-Unis,Etranger,,Virginie,Etats-Unis d'Amérique,"0010517N",Persévérance,"Tolbot, William",,,,,,,,,549,1 830,0,"165",tx,[101-200],britannique
Bretagne,Bretagne,France,,Brest,Roscoff,1787-08-23,Falmouth,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0009582N",Espérance,"Harrissen, Martuen",Grande-Bretagne,Iles anglo-normandes,Guernesey,,Lest,,,,480,0,0,"120",tx,[101-200],britannique
Picardie,Picardie,France,,Calais,Calais,1787-05-17,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001068N",Henrietta,"Sayer, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,450,1 800,135,"24",tx,[21-50],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-03-19,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000585N",Knoit,"Harlow, William",Grande-Bretagne,Angleterre,Colchester,,,,,,450,135,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-08-30,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001431N",Succes,Norish,,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-10-14,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000006N",Endeavour,"Duke, Stephen",,,,,,,,,135,450,0,"12",tx,[1-20],britannique
Normandie,Normandie,France,,Granville,Granville,1787-04-19,Petit Nord de Terre-Neuve,Angleterre,Etranger,,colonies britanniques d'Amérique,Grande-Bretagne,"0002319N",Diane,"Jourdan, Jean François Pierre",France,,Granville,Normandie,Pêche à la morue,Ustensiles de pêche,,,1 830,0,0,"130",tx,[101-200],français
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-12-01,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000454N",Clispt,Corbey,,,,,,,,,135,450,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-12-12,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001651N",Rambler,"Smith, John",Grande-Bretagne,Angleterre,Lydd,,,,,,450,135,0,"12",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-04-19,Saint-Pétersbourg,Russie,Etranger,,Russie - mer Baltique,Russie,"0007195N",Thomas,"Heawise, Michel",Grande-Bretagne,Angleterre,Londres,,Vin,Diverses marchandises,,,2 250,22 680,5 670,"378",tx,[201-500],britannique
Bretagne,Bretagne,France,,Brest,Brest,1787-06-12,Christiania / Oslo,Danemark,Etranger,,Norvège,Danemark,"0002252N",Neptune,"Helmen, Hans",Danemark,Norvège,Frederikshald / Halden,,Lest,,,,480,6 840,0,"190",tx,[101-200],danois
Guyenne,Guyenne,France,,Bayonne,Bayonne,1787-01-11,Santander,Espagne,Etranger,,,Espagne,"0007058N",Marianne,"Halzonet, Jean",France,,Saint-Jean-de-Luz ,Guyenne,Planches,,,,480,144,0,"28",tx,[21-50],français
Aunis-Saintonge-Poitou,Saintonge,France,,Marennes,Marennes,1787-09-09,Amsterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0014339N",Demoiselle Aléida,"Simon, Barent",Provinces-Unies,Groningue,Groningue,,Sel,,,,144,480,0,"129",tx,[101-200],hollandais
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-07-17,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000753N",Isabelle,"Alexander, William",,,,,,,,,135,450,0,"12",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-04-23,Hambourg,Quatre villes hanséatiques,Etranger,,,Hambourg,"0006890N",Deux Catherines,"Bot, Melchert Syammen",Hambourg,,Hambourg,,Vin,Sucre,,,7 965,5 190,20 760,"346",tx,[201-500],hambourgeois
Normandie,Normandie,France,,Le Havre,Le Havre,1787-11-12,Alicante,Espagne,Etranger,,,Espagne,"0002266N",Gustave Erichson,"Hellerstrom, Nils",,,,,,,,,1 830,549,0,"203",tx,[201-500],
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-05-22,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001309N",Marquis de Grundby,"Pattison, Isaac",Grande-Bretagne,Angleterre,Deal,,,,,,450,135,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-06-20,Sunderland,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000632N",Providence,"May, John",Grande-Bretagne,Angleterre,Sunderland,,Eau-de-vie,,,,135,450,0,"145",tx,[101-200],britannique
Bretagne,Bretagne,France,,Saint-Malo,Saint-Malo,1787-08-29,Guernesey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0007568N",Etoile du Matin,"Le Maître, Jean",Grande-Bretagne,Iles anglo-normandes,Guernesey,,Sucre,Diverses marchandises,,,72,240,0,"15",tx,[1-20],britannique
Bretagne,Bretagne,France,,Nantes,Nantes,1787-01-26,Londres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000675N",Integrité,"Brock Lesby, Jonn",Grande-Bretagne,Angleterre,Londres,,,,,,480,144,0,"130",tx,[101-200],britannique
Normandie,Normandie,France,,Rouen,Rouen,1787-09-07,Stockholm,Suède,Etranger,,,Suède,"0014353N",Amitié,"Stjansberg, Carl",,,,,,,,,972,3 240,1 830,"90",tx,[51-100],suédois
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-07-14,Dantzig ,Quatre villes hanséatiques,Etranger,,,Pologne,"0013713N",Dominus Tecum,"Rasch, Peter",Pologne,,Dantzig ,,Café,Vin,,,3 105,6 480,1 620,"108",tx,[101-200],polonais
Picardie,Picardie,France,,Calais,Calais,1787-03-10,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001211N",Courier,"Boyton, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,135,2 250,675,"30",tx,[21-50],britannique
Normandie,Normandie,France,,Port-Bail,Port-Bail,1787-07-03,Guernesey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0001317N",Marie,"Witley, Helier",,,,,Diverses marchandises,,,,390,0,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-03-20,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000740N",Pitt,Sharp,Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,135,450,0,"30",tx,[21-50],britannique
Bretagne,Bretagne,France,,Nantes,Nantes,1787-02-23,Bruges,Etats de l'Empereur,Etranger,,Pays-Bas autrichiens,Autriche,"0009497N",Porte de mer,"Hendrik Deboulme, Willame",Prusse,Frise orientale,Emden,,,,,,480,144,0,"192",tx,[101-200],prussien
Picardie,Picardie,France,,Calais,Calais,1787-10-02,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000432N",Caprice,"Smith, Jean",France,,Calais,Picardie,,,,,135,450,0,"12",tx,[1-20],français
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-01-05,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0002993N",Hazard,"Pitt, Edward",,,,,,,,,450,135,0,"12",tx,[1-20],britannique
Normandie,Normandie,France,,Cherbourg,Diélette,1787-04-27,Jersey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0001451N",Lizabets,"Blin, Charles",Grande-Bretagne,Iles anglo-normandes,Jersey,,Diverses marchandises,,,,390,117,0,"2",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-02-07,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000160N",Perdrix,"Hall, John",Grande-Bretagne,Angleterre,Folkestone,,,,,,135,450,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-01-12,Ostende,Etats de l'Empereur,Etranger,,Pays-Bas autrichiens,Autriche,"0007624N",Espérance,"Ocket, Thomas",Autriche,Pays-Bas autrichiens,Ostende,,Laine,Diverses marchandises,,,135,450,0,"66",tx,[51-100],Pays-Bas autrichien
Guyenne,Guyenne,France,,Bayonne,Bayonne,1787-11-14,Comillas,Espagne,Etranger,,,Espagne,"0009654N",Marie,"Hirigoyen, Martin",,,,,Eau-de-vie,,,,144,480,0,"18",tx,[1-20],français
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-01-10,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000798N",Amitié,"Wyseman, Ledge",Grande-Bretagne,Angleterre,Burnham,,,,,,450,135,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Saint-Valéry-sur-Somme,Saint-Valery-sur-Somme,1787-07-12,Poole,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000704N",Amitié,"Wood, Jos R.",Grande-Bretagne,Angleterre,Douvres,,,,,,450,2 268,135,"63",tx,[51-100],britannique
Isles de Corse,Isles de Corse,France,,Ajaccio,Ajaccio,1787-09-05,Italie,,Etranger,,,multi-Etat,"0006481N",Conception,"Diana, Antoine",,,,,,,,,2 400,0,0,,,,français
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-11-30,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000745N",Henniker,Hammond,Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,450,135,0,"20",tx,[1-20],britannique
Bretagne,Bretagne,France,,Lorient,Lorient,1787-01-08,Ostende,Etats de l'Empereur,Etranger,,Pays-Bas autrichiens,Autriche,"0012322N",Deux Freres,"Fontement, John de",Grande-Bretagne,Iles anglo-normandes,Jersey,,Sucre,Futailles vides,,,630,0,0,"30",tx,[21-50],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-09-04,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000381N",Fortune,"Peltman, Thomas",Grande-Bretagne,Angleterre,Folkestone,,,,,,135,450,0,"2",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-10-26,Cork,Angleterre,Etranger,,Irlande,Grande-Bretagne,"0001106N",Amis,"Lynch, Michel",Grande-Bretagne,Irlande,Cork,,Lest,,,,450,135,0,"70",tx,[51-100],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-05-18,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001989N",Good Hope,Richards,,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Aunis-Saintonge-Poitou,Aunis,France,,La Rochelle,Ars-en-Ré,1787-09-13,Baltimore,Etats-Unis,Etranger,,Maryland,Etats-Unis d'Amérique,"0012079N",Chesapeak,"Scharp, Peters",Etats-Unis d'Amérique,Maryland,Baltimore,,Sel,,,,1 800,0,0,"210",tx,[201-500],étasunien
Normandie,Normandie,France,,Le Havre,Le Havre,1787-08-04,Londres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0009185N",Chance,"Dobsen, Man",,,,,,,,,117,390,0,"67",tx,[51-100],britannique
Aunis-Saintonge-Poitou,Aunis,France,,La Rochelle,Ars-en-Ré,1787-06-23,"Terre-Neuve, île de",Angleterre,Etranger,,colonies britanniques d'Amérique,Grande-Bretagne,"0014022N",Skeen,"Keitts, Alexandre",Grande-Bretagne,Angleterre,Londres,,Sel,,,,120,0,0,"100",tx,[51-100],britannique
Isles de Corse,Isles de Corse,France,,Bastia,Bastia,1787-07-28,Livourne,,Etranger,,,Toscane,"0011990N",Adelaide,"Ventre, Jean Baptiste",France,,Martigues,Provence,,,,,240,0,0,,,,français
Normandie,Normandie,France,,Le Havre,Le Havre,1787-03-01,Amsterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0006742N",De Vrouw Klaas,"Hansen, Laurents",,,,,,,,,117,390,0,"152",tx,[101-200],hollandais
Normandie,Normandie,France,,Le Havre,Le Havre,1787-08-22,Southampton,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0006330N",Johanna,"Wecks, John",,,,,,,,,390,117,0,"38",tx,[21-50],britannique
Picardie,Picardie,France,,Calais,Calais,1787-11-30,Deal,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000496N",Bonne Intention,"Crip, John",Grande-Bretagne,Angleterre,Deal,,,,,,135,150,45,"2",tx,[1-20],britannique
Bretagne,Bretagne,France,,Saint-Malo,Saint-Malo,1787-12-24,Guernesey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0006867N",Providence,"Delavée, Nicolas",Grande-Bretagne,Iles anglo-normandes,Guernesey,,Diverses marchandises,Sucre,Savon,,240,72,0,"18",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-04-14,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000740N",Pitt,Sharp,Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,450,135,0,"30",tx,[21-50],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-06-18,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000560N",Mary,"Bells, James",,,,,,,,,135,450,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-10-30,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001068N",Henrietta,"Sayer, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,540,1 800,135,"24",tx,[21-50],britannique
Normandie,Normandie,France,,Le Havre,Le Havre,1787-03-29,Hambourg,Quatre villes hanséatiques,Etranger,,,Hambourg,"0001904N",Deux Soeurs,"Deheulle, Pierre George",,,,,,,,,390,117,0,"195",tx,[101-200],français
Aunis-Saintonge-Poitou,Aunis,France,,La Rochelle,Saint-Martin-de-Ré,1787-11-10,Amsterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0014296N",Dame Pétrionnelle,"Ronkes, Harring",Provinces-Unies,Hollande,Amsterdam,,Sel,,,,480,0,0,"220",tx,[201-500],hollandais
Aunis-Saintonge-Poitou,Aunis,France,,La Rochelle,Saint-Martin-de-Ré,1787-10-01,Flekkefjord ,Danemark,Etranger,,Norvège,Danemark,"0012301N",Espérance,"Handerson, Hans",Danemark,Norvège,Flekkefjord ,,Eau-de-vie,,,,480,0,0,"54",tx,[51-100],danois
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-10-30,Philadelphie,Etats-Unis,Etranger,,Pennsylvanie,Etats-Unis d'Amérique,"0008692N",Molly,"Kitts, John",Etats-Unis d'Amérique,Pennsylvanie,Philadelphie,,Lest,,,,3 936,8 700,2 175,"145",tx,[101-200],étasunien
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-03-23,Fredrikstad ,Danemark,Etranger,,Norvège,Danemark,"0001025N",Dame Marie,"Annunsen, Anders",Danemark,Norvège,Christiania / Oslo,,,,,,2 250,675,0,"130",tx,[101-200],danois
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-07-19,Brême,Quatre villes hanséatiques,Etranger,,,Brême,"0009290N",Constance,"Carstens, Herman",Brême,,Brême,,Café,Vin,Sucre,,3 750,15 000,6 300,"250",tx,[201-500],brémois
Bretagne,Bretagne,France,,Nantes,Nantes,1787-03-15,Hambourg,Quatre villes hanséatiques,Etranger,,,Hambourg,"0008257N",Jeune Dame Anne,"Entis de Boer, Willeme",Autriche,Pays-Bas autrichiens,Bruges,,,,,,480,144,0,"280",tx,[201-500],Pays-Bas autrichien
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-02-09,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000455N",Joseph et Marie,"Corby, Robert",Grande-Bretagne,Angleterre,Londres,,,,,,450,135,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-04-10,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0004084N",Princesse,"Ratcliff, John",Grande-Bretagne,Angleterre,Douvres,,,,,,2 550,135,765,"34",tx,[21-50],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-03-03,Stettin,Prusse,Etranger,,,Prusse,"0013922N",Ede Elias Hedenje,"Janz, Martin",Provinces-Unies,Hollande,Amsterdam,,Vin,,,,2 250,4 050,2 250,"150",tx,[101-200],hollandais
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-05-09,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001067N",Guillaume et Marie,"Brett, Henri",Grande-Bretagne,Angleterre,Faversham,,,,,,450,135,0,"12",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-08-31,Dantzig ,Quatre villes hanséatiques,Etranger,,,Pologne,"0013599N",Dame Wouters,"Claases, Dirck",,,,,Vin,Café,,,3 060,5 265,2 250,"204",tx,[201-500],hollandais
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-06-04,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001628N",Lively,"Parish, [Bob]",,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-03-10,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003792N",Peggy,Feast,Grande-Bretagne,Angleterre,Folkestone,,,,,,135,450,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-04-05,Islande,,Etranger,,colonies danoises,Islande,"0002765N",Jeune Jacques,"Tessenaert, Benoist Adrien",France,,Dunkerque,Flandre,Pêche à la morue,Ustensiles de pêche,Sel,,2 250,675,0,"36",tx,[21-50],français
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-03-07,Lisbonne,Portugal,Etranger,,,Portugal,"0001015N",Sainte Anne,"Bonnalgue, Pierre",France,,Libourne,Guyenne,Blé,,,,135,450,0,"82",tx,[51-100],français
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-08-17,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000001N",Endeavour,Pool,,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-09-16,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001211N",Courier,"Boyton, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,135,2 250,675,"30",tx,[21-50],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-07-06,Londres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003890N",Jeanne,"Whytock, George",Grande-Bretagne,Angleterre,Londres,,Diverses marchandises,,,,135,450,0,"100",tx,[51-100],britannique
Aunis-Saintonge-Poitou,Saintonge,France,,Marennes,Marennes,1787-07-12,Dordrecht ,Hollande,Etranger,,Hollande,Provinces-Unies,"0010778N",Madeleine,"Meyuderk, Jonke",Provinces-Unies,Gueldre,Dort,,Sel,,,,480,144,0,"165",tx,[101-200],hollandais
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-02-16,Hambourg,Quatre villes hanséatiques,Etranger,,,Hambourg,"0007520N",Saint Pierre,"Willem, Hinderck",Hambourg,,Hambourg,,Vin,,,,3 705,14 820,5 739,"247",tx,[201-500],hambourgeois
Normandie,Normandie,France,,Le Havre,Le Havre,1787-11-14,Sunderland,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0014371N",Deptford,"Tonbson, Robert",,,,,,,,,117,390,0,"70",tx,[51-100],britannique
Picardie,Picardie,France,,Calais,Calais,1787-06-13,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000344N",Cumberland,"Oakley, William",Grande-Bretagne,Angleterre,Douvres,,,,,,450,2 250,135,"30",tx,[21-50],britannique
Guyenne,Guyenne,France,,Bayonne,Bayonne,1787-10-25,Santander,Espagne,Etranger,,,Espagne,"0014049N",Notre Dame des Douleurs,"Lalanne, Jean Baptiste",France,,Bayonne,Guyenne,Lest,,,,144,480,0,"220",tx,[201-500],français
Normandie,Normandie,France,,Cherbourg,Cherbourg,1787-10-16,Bilbao,Espagne,Etranger,,,Espagne,"0001979N",Princesse du Nord,"Halldin, Els",,,,,Lest,,,,390,117,0,"70",tx,[51-100],suédois
Normandie,Normandie,France,,Granville,Granville,1787-03-17,Jersey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0000387N",Fortune,"Morand, Philippe",Grande-Bretagne,Iles anglo-normandes,Jersey,,Lest,,,,390,0,0,"6",tx,[1-20],britannique
Provence,Provence,France,,Saint-Tropez,Saint-Tropez,1787-05-26,Levant,,Etranger,,,Empire ottoman,"0014568N",Dauphine,"Olivier, Jean François Xavier",France,,Saint-Tropez,Provence,Lest,,,,0,0,0,"90",tx,[51-100],français
