"region_depart","amiraute_depart","port_depart","outdate_fixed","port_destination","partner_balance_1789","partner_balance_supp_1789","ship_id","ship_name","captain_name","homeport_state_1789_fr","homeport_substate_1789_fr","homeport_toponyme_fr","homeport_province","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","taxe_amount01","taxe_amount02","taxe_amount03","tonnage","tonnage_unit","tonnage_class"
Flandre,Dunkerque,Dunkerque,1787-05-26,Rotterdam,Hollande,Etranger,"0002283N",Leyden et Tourcoing,"Vanzon, Cornil",Provinces-Unies,Hollande,Rotterdam,,Huile,Diverses marchandises,Diverses marchandises,Diverses marchandises,135,450,0,"95",tx,[51-100]
Bretagne,Brest,Roscoff,1787-08-10,Coverack,Angleterre,Etranger,"0006801N",Swifs,"Jenkein, William",Grande-Bretagne,Angleterre,Coverack,,Eau-de-vie,,,,480,72,0,"2",tx,[1-20]
Guyenne,Bayonne,Bayonne,1787-01-20,Saint-Sébastien,Espagne,Etranger,"0010375N",Providence,"Diparaguerre, Jean",,,,,Morue,,,,144,480,0,"28",tx,[21-50]
Guyenne,Bayonne,Bayonne,1787-05-04,Ferrol,Portugal,Etranger,"0006321N",Notre Dame de Begogne,"De Aresty, Jean Antoine",Espagne,,Plencia,,Brai,Goudron,Goudron,Goudron,576,1 920,0,"65",tx,[51-100]
Bretagne,Brest,Roscoff,1787-10-30,Angleterre,Angleterre,Etranger,"0008125N",Deux Frères,"Knigth, Thomas",France,,Roscoff,Bretagne,Oignons,,,,480,0,0,"10",tx,[1-20]
Normandie,Le Havre,Le Havre,1787-05-11,Alicante,Espagne,Etranger,"0012187N",Amphitrite,"Hane, Cornelis",,,,,,,,,1 830,549,0,"218",tx,[201-500]
Flandre,Dunkerque,Dunkerque,1787-06-23,Angleterre (destination simulée pour),Angleterre,Etranger,"0003792N",Peggy,"Man,Thomas",Grande-Bretagne,Angleterre,Folkestone,,,,,,450,135,0,"12",tx,[1-20]
Normandie,Le Havre,Le Havre,1787-06-27,Southampton,Angleterre,Etranger,"0007719N",Mercury,"Sinclair, Charles",,,,,,,,,390,117,0,"50",tx,[21-50]
Picardie,Calais,Calais,1787-08-11,Margate,Angleterre,Etranger,"0000458N",Fleur,"Goodwine, Samuel",Grande-Bretagne,Angleterre,Margate,,,,,,45,135,150,"2",tx,[1-20]
Normandie,Honfleur,Honfleur,1787-04-19,Fredrikstad ,Danemark,Etranger,"0007817N",Saint Johannes,"Ejene, Andert",,,,,,,,,1 830,1 404,549,"130",tx,[101-200]
Aunis-Saintonge-Poitou,La Rochelle,Rochefort,1789-05-05,Bristol,Angleterre,Etranger,,Cognac,"Thorne, Thomas",Grande-Bretagne,Angleterre,Bristol,,Eau-de-vie,,,,480,0,0,"110",tx,[101-200]
Guyenne,Bordeaux,Bordeaux,1787-12-01,Amsterdam,Hollande,Etranger,"0013658N",Demoiselle Catherine,"de Boer, Geerd Hilkes",,,,,Sucre,Café,Café,Café,4 476,11 460,2 865,"191",tx,[101-200]
Bretagne,Nantes,Nantes,1787-01-05,Gand,Etats de l'Empereur,Etranger,"0012930N",Dame Elsima,"Dicks, Jant",Provinces-Unies,Groningue,Oude Pekela,,,,,,480,144,0,"120",tx,[101-200]
Flandre,Dunkerque,Dunkerque,1787-04-16,Angleterre (destination simulée pour),Angleterre,Etranger,"0000533N",Nimble,"Scorey, William",Grande-Bretagne,Angleterre,Exeter,,,,,,135,450,0,"12",tx,[1-20]
Guyenne,Bordeaux,Bordeaux,1787-06-18,Trieste ,Etats de l'Empereur,Etranger,"0012078N",Cupidon,"Ugland, Ole Petersen",Danemark,Norvège,Arendal,,Sucre,Café,Café,Café,2 175,8 700,2 250,"145",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-11-17,Angleterre,Angleterre,Etranger,"0001411N",Two Brothers,"Bassant, Dick",,,,,,,,,450,135,0,"2",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-08-13,Angleterre (destination simulée pour),Angleterre,Etranger,"0003904N",Mouche,"Brookman, David",Grande-Bretagne,Angleterre,Douvres,,,,,,135,450,0,"12",tx,[1-20]
Guyenne,Bayonne,Bayonne,1787-06-10,Llanes,Espagne,Etranger,"0005821N",Saint Jean Baptiste,"Garcia, Bartholomé",Espagne,,Llanes,,,,,,576,1 920,0,"15",tx,[1-20]
Normandie,Granville,Granville,1787-01-09,Jersey,Angleterre,Etranger,"0002333N",Trois Camarades,"Hamon, Jean",Grande-Bretagne,Iles anglo-normandes,Jersey,,Lest,,,,390,0,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-06-16,Angleterre,Angleterre,Etranger,"0003671N",Old Colliar,"Fox, John",,,,,,,,,450,135,0,"2",tx,[1-20]
Bretagne,Nantes,Nantes,1787-05-07,Lisbonne,Portugal,Etranger,"0009978N",Trois Soeurs,"Saunier, Jean Pierre",France,,Nantes,Bretagne,,,,,1 800,540,0,"100",tx,[51-100]
Picardie,Boulogne,Boulogne-sur-Mer,1787-04-05,Angleterre,Angleterre,Etranger,"0001807N",Fanny,"Owell, Ary",,,,,,,,,135,450,0,"2",tx,[1-20]
Picardie,Calais,Calais,1787-08-24,Douvres,Angleterre,Etranger,"0000740N",Pitt,"Sharp, William",Grande-Bretagne,Angleterre,Douvres,,,,,,2 250,135,675,"30",tx,[21-50]
Isles de Corse,Ajaccio,Ajaccio,1787-03-20,Italie,,Etranger,"0009966N",Conception,"Pozzo di Borgo, Dominique",,,,,,,,,2 400,0,0,,,
Guyenne,Bordeaux,Bordeaux,1787-09-01,Dublin,Angleterre,Etranger,"0001747N",Anne,"Marner, Joseph",Grande-Bretagne,Irlande,Dublin,,Diverses marchandises,Vin,Vin,Vin,2 430,3 825,600,"162",tx,[101-200]
Bretagne,Nantes,Nantes,1787-08-04,Lisbonne,Portugal,Etranger,"0001953N",Taje,"Thomaso, Yves",France,,Nantes,Bretagne,,,,,1 800,540,0,"160",tx,[101-200]
Aunis-Saintonge-Poitou,Marennes,Marennes,1789-06-20,Amsterdam,Hollande,Etranger,,Dame Helenne Maria,"Platte, Ramse Classes",,,,,Sel,,,,480,0,0,"176",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-07-16,Douvres,Angleterre,Etranger,"0000604N",Neptune,"Cornu, Robert",,,,,Passagers,,,,135,450,0,"30",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-04-04,Angleterre (destination simulée pour),Angleterre,Etranger,"0000753N",Isabelle,"Alexander, William",,,,,,,,,135,450,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-01-15,Angleterre,Angleterre,Etranger,"0001522N",Old Shoë,Gowlder,,,,,,,,,450,135,0,"2",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-12-12,Newcastle,Angleterre,Etranger,"0003991N",George,"Cabot, Elias",Grande-Bretagne,Iles anglo-normandes,Jersey,,,,,,450,135,0,"60",tx,[51-100]
Guyenne,Bordeaux,Bordeaux,1787-10-22,Londres,Angleterre,Etranger,"0010508N",Commerce,"Palmer, Etienne",Grande-Bretagne,Angleterre,Londres,,Diverses marchandises,Vin,Vin,Vin,7 980,1 995,600,"133",tx,[101-200]
Picardie,Calais,Calais,1787-10-05,Hasting,Angleterre,Etranger,"0001852N",Servant,"Hill, William",Grande-Bretagne,Angleterre,Hasting,,,,,,90,135,300,"4",tx,[1-20]
Normandie,Fécamp,Fécamp,1787-10-02,Lisbonne,Portugal,Etranger,"0001352N",Saint Nicolas,"Jouette, Jean",,,,,,,,,390,117,0,"50",tx,[21-50]
Normandie,Le Havre,Le Havre,1787-07-04,Cork,Angleterre,Etranger,"0001104N",Peggy,"Allen, Maurice",Grande-Bretagne,Irlande,Cork,,,,,,117,390,0,"43",tx,[21-50]
Guyenne,Bayonne,Bayonne,1787-04-16,Lisbonne,Portugal,Etranger,"0013461N",Jean Baptiste,"Diron, Jean",France,,Bayonne,Guyenne,Brai,Goudron,Goudron,Goudron,1 920,576,0,"75",tx,[51-100]
Normandie,Rouen,Rouen,1787-07-05,Lisbonne,Portugal,Etranger,"0002162N",Bonne Union,"Lesieur, Laurent",,,,,,,,,390,117,0,"155",tx,[101-200]
Normandie,Rouen,Rouen,1787-12-06,Amsterdam,Hollande,Etranger,"0003707N",Dame Flendrika,"Tikkers, Jan Dirks",,,,,,,,,390,117,2 448,"68",tx,[51-100]
Normandie,Rouen,Rouen,1787-12-14,Cadix,Espagne,Etranger,"0000913N",Maréchal de Mailly,"André, Nicolas",France,,Saint-Valery-sur-Somme,Picardie,,,,,390,117,0,"175",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-11-13,Angleterre,Angleterre,Etranger,"0000742N",Peggy,"Ball, William",Grande-Bretagne,Angleterre,Hasting,,,,,,450,135,0,"12",tx,[1-20]
Normandie,Fécamp,Fécamp,1787-03-31,Grands Bancs de Terre-Neuve,,Etranger,"0003888N",Joseph Second,"Neel, Jean François",,,,,Pêche à la morue,,,,1 830,549,0,"50",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-05-27,Angleterre (destination simulée pour),Angleterre,Etranger,"0001681N",William et Marie,"Marten, Guillaume",Grande-Bretagne,Angleterre,Rochester,,,,,,135,450,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-07-06,Angleterre,Angleterre,Etranger,"0001987N",Good Intent,"Reeds, John",,,,,,,,,450,135,0,"2",tx,[1-20]
Guyenne,Bordeaux,Bordeaux,1787-07-28,Brême,Quatre villes hanséatiques,Etranger,"0008151N",Demoiselle Amelia,"Boe, Gerhard",Brême,,Brême,,Eau-de-vie,Sucre,Sucre,Sucre,13 200,3 300,2 250,"220",tx,[201-500]
Flandre,Dunkerque,Dunkerque,1787-07-23,Emblestone,Angleterre,Etranger,"0001230N",Demoiselle Catherine,"Coddevin, Pierre François",France,,Dunkerque,Flandre,,,,,450,135,0,"30",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-02-17,Angleterre,Angleterre,Etranger,"0007200N",Succes,Killey,,,,,,,,,135,450,0,"2",tx,[1-20]
Normandie,Le Havre,Le Havre,1787-03-29,Fredrikstad ,Danemark,Etranger,"0010429N",Ebenezer,"Olsentanger, Ole",,,,,,,,,1 830,549,0,"200",tx,[101-200]
Picardie,Calais,Calais,1787-08-13,Douvres,Angleterre,Etranger,"0000750N",Prince de Walles,"Carvin, Henry",Grande-Bretagne,Angleterre,Douvres,,,,,,450,2 400,135,"32",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-10-09,Angleterre,Angleterre,Etranger,"0007452N",Liberty,Oliver,,,,,Passagers,,,,450,135,0,"20",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-04-24,Angleterre,Angleterre,Etranger,"0000548N",Speedwell,Pope,Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,0,"2",tx,[1-20]
Normandie,Le Havre,Le Havre,1787-06-30,Saint-Pétersbourg,Russie,Etranger,"0013423N",Olive Branch,"Beck, Robert",,,,,,,,,549,1 830,0,"189",tx,[101-200]
Flandre,Dunkerque,Dunkerque,1787-06-04,Angleterre (destination simulée pour),Angleterre,Etranger,"0001257N",Rover,"Fearn, George",Grande-Bretagne,Angleterre,Folkestone,,,,,,135,450,0,"12",tx,[1-20]
Roussillon,Collioure,Collioure,1787-05-15,Italie,,Etranger,"0007194N",Conception,"Sasso, Joseph",France,,Port-Vendres,Roussillon,Diverses marchandises,,,,144,480,0,"40",tx,[21-50]
Aunis-Saintonge-Poitou,La Rochelle,Saint-Martin-de-Ré,1789-07-08,Königsberg / Kaliningrad,Prusse,Etranger,,Esperance,"Kniphofft, Martin",Prusse,,Königsberg / Kaliningrad,,Sel,,,,480,0,0,"260",tx,[201-500]
Picardie,Boulogne,Boulogne-sur-Mer,1787-06-10,Angleterre,Angleterre,Etranger,"0001987N",Good Intent,Smith,,,,,,,,,135,450,0,"2",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-09-05,Angleterre (destination simulée pour),Angleterre,Etranger,"0003906N",Union,"Burck, Benjamin",Grande-Bretagne,Angleterre,Harwich,,,,,,135,450,0,"12",tx,[1-20]
Picardie,Calais,Calais,1787-06-12,Margate,Angleterre,Etranger,"0001725N",Malheureux,"Burftil, George",Grande-Bretagne,Angleterre,Margate,,,,,,45,135,150,"2",tx,[1-20]
Normandie,Granville,Granville,1787-01-02,Jersey,Angleterre,Etranger,"0000933N",Elisabeth,"Besson, Benjamin",Grande-Bretagne,Iles anglo-normandes,Jersey,,Lest,,,,390,0,0,"1",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-01-22,Angleterre,Angleterre,Etranger,"0002328N",Liberty,Keyss,,,,,Passagers,,,,135,450,0,"20",tx,[1-20]
Picardie,Calais,Calais,1787-12-24,Douvres,Angleterre,Etranger,"0000127N",Paix,"Dunez, Jean",France,,Calais,Picardie,,,,,450,135,0,,,
Bretagne,Lorient,Lorient,1787-04-04,Bengale ,Angleterre,Etranger,"0009109N",Boulogne,"Malin, Joseph Pierre André",France,,Lorient,Bretagne,Diverses marchandises,Passagers,Passagers,Passagers,3 420,0,0,"500",tx,[201-500]
Guyenne,Bayonne,Bayonne,1787-06-11,Bilbao,Espagne,Etranger,"0016279N",Notre Dame de Liegro,"Sanchez, Louis",Espagne,,Viveros,,Planches,Brai,Brai,Brai,1 920,576,0,"12",tx,[1-20]
Normandie,Dieppe,Dieppe,1787-08-13,Brighton,Angleterre,Etranger,"0000746N",Prince de Galles,"Burton, Samuel",,,,,,,,,390,117,0,"40",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-03-09,Angleterre,Angleterre,Etranger,"0001543N",Boulogne Cutter,Richards,,,,,,,,,135,450,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-04-11,Angleterre,Angleterre,Etranger,"0001987N",Good Intent,Parridge,,,,,,,,,450,135,0,"2",tx,[1-20]
Bretagne,Saint-Malo,Saint-Malo,1787-03-03,Ingrenachois,Angleterre,Etranger,"0011487N",Saint Charles,"Collet, Louis",France,,Saint-Malo,Bretagne,Pêche à la morue,Ustensiles de pêche,Ustensiles de pêche,Ustensiles de pêche,540,1 800,0,"100",tx,[51-100]
Flandre,Dunkerque,Dunkerque,1787-06-18,Angleterre (destination simulée pour),Angleterre,Etranger,"0001721N",Guillaume et Marie,"Entage, Humphry",Grande-Bretagne,Angleterre,Margate,,,,,,135,450,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-05-07,Angleterre,Angleterre,Etranger,"0001588N",Preston,"Padge, Benjamin",Grande-Bretagne,Angleterre,Hasting,,,,,,450,135,0,"12",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-04-07,Islande,,Etranger,"0016415N",Saint Michel,"Nissen, Jean",France,,Dunkerque,Flandre,Pêche à la morue,,,,2 250,675,0,"40",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-06-11,Angleterre,Angleterre,Etranger,"0001522N",Old Shoë,Gowlder,,,,,,,,,450,135,0,"2",tx,[1-20]
Picardie,Calais,Calais,1787-07-09,Douvres,Angleterre,Etranger,"0000460N",Princesse Royale,"Keys, Will",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,675,"30",tx,[21-50]
Bretagne,Nantes,Nantes,1787-08-27,Amsterdam,Hollande,Etranger,"0003074N",Henriette Jacob,"Popes de Geies, Jean",Provinces-Unies,Frise,Lemmer,,,,,,480,144,0,"120",tx,[101-200]
Picardie,Calais,Calais,1787-07-08,Douvres,Angleterre,Etranger,"0003393N",Esperance,"Taylor, John",Grande-Bretagne,Angleterre,Douvres,,,,,,135,150,45,"2",tx,[1-20]
Bretagne,Nantes,Le Croisic,1787-09-25,Bergue ,Danemark,Etranger,"0012269N",Dame Marie,"Heggerking, Frantz H.",Danemark,Norvège,Bergue ,,Sel,,,,480,144,0,"61",tx,[51-100]
Picardie,Boulogne,Boulogne-sur-Mer,1787-07-02,Angleterre,Angleterre,Etranger,"0003276N",Cruier,Mongar,,,,,,,,,450,135,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-06-02,Angleterre,Angleterre,Etranger,"0009859N",Two Brothers,"Badgant, [John]",,,,,,,,,135,450,0,"2",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-05-02,Angleterre (destination simulée pour),Angleterre,Etranger,"0009845N",Bonne Intention,"Mockett, John",Grande-Bretagne,Angleterre,Deal,,Lest,,,,450,135,0,"12",tx,[1-20]
Bretagne,Lorient,Lorient,1787-08-01,Îles Féroé,Danemark,Etranger,"0001327N",Providence,"Martin, Patrice",Grande-Bretagne,Irlande,Dublin,,,,,,630,0,0,"45",tx,[21-50]
Bretagne,Nantes,Le Croisic,1787-06-19,"Terre-Neuve, île de",Angleterre,Etranger,"0014009N",Lamy,"Streegnalle, James",Grande-Bretagne,Angleterre,Plymouth,,Sel,,,,540,1 800,0,"106",tx,[101-200]
Flandre,Dunkerque,Dunkerque,1787-10-03,Ostende,Etats de l'Empereur,Etranger,"0000579N",Deux Frères,"Theaker, Edward",Grande-Bretagne,Angleterre,Whitby,,,,,,135,450,0,"100",tx,[51-100]
Bretagne,Nantes,Nantes,1787-02-14,Bruges,Etats de l'Empereur,Etranger,"0002776N",Jeune M. Steljes,"Koops, Claas",Provinces-Unies,Groningue,Groningue,,,,,,480,144,0,"90",tx,[51-100]
Flandre,Dunkerque,Dunkerque,1787-01-27,Flessingue,Hollande,Etranger,"0002113N",Rodeur,"Vanderpoel, Cornil",Provinces-Unies,Zélande,Flessingue,,,,,,135,450,0,"50",tx,[21-50]
Guyenne,Bayonne,Bayonne,1787-12-10,Poole,Angleterre,Etranger,"0010004N",Arno,"Campbell, Abraham",Grande-Bretagne,Angleterre,Yarmouth,,,,,,600,180,2 520,"70",tx,[51-100]
Bretagne,Nantes,Nantes,1787-02-06,Bruges,Etats de l'Empereur,Etranger,"0009809N",Marie,"Sullan, Driderelk",Brême,,Brême,,,,,,144,480,0,"140",tx,[101-200]
Picardie,Calais,Calais,1787-02-11,Douvres,Angleterre,Etranger,"0001010N",Veste Courte,"Taylor, John",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,150,"2",tx,[1-20]
Bretagne,Nantes,Nantes,1787-01-17,Rotterdam,Hollande,Etranger,"0008200N",Jeune Catalina,"Johannes, Carel",Provinces-Unies,Hollande,Rotterdam,,,,,,480,144,0,"100",tx,[51-100]
Languedoc,Agde,Agde,1787-02-17,Nice,,Etranger,"0014860N",Saint Sebastien,"Gazan, Vincent",,,,,Diverses marchandises,,,,0,0,0,,,
Isles de Corse,Bastia,Bastia,1787-10-01,Mer Mediterranée,,Etranger,"0010904N",Notre Dame de Misericorde,"Sarzana, Dominique",,,,,,,,,490,0,0,,,
Bretagne,Lorient,Lorient,1787-12-25,Savannah,Etats-Unis,Etranger,"0004901N",Depeche,"Fetheo, Azahel",Etats-Unis d'Amérique,Massachussets,Boston,,Lest,,,,2 796,0,0,"200",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-02-01,Angleterre,Angleterre,Etranger,"0001847N",Lord,"Fisher, Frank",Grande-Bretagne,Angleterre,Folkestone,,,,,,135,450,0,"2",tx,[1-20]
Aunis-Saintonge-Poitou,La Rochelle,Ars-en-Ré,1789-01-27,Guernesey,Angleterre,Etranger,,Louis David,"Bellerou, Michel",France,,Ars-en-Ré,Aunis,Eau-de-vie,,,,480,0,0,"45",tx,[21-50]
Bretagne,Saint-Malo,Saint-Malo,1787-07-14,Jersey,Angleterre,Etranger,"0003713N",Frère et la Soeur,"Nabat, Joseph",France,,Saint-Malo,Bretagne,Farine,,,,72,240,0,"12",tx,[1-20]
Bretagne,Brest,Brest,1787-04-23,Jersey,Angleterre,Etranger,"0010516N",Perséverance,"Ilow, William",Grande-Bretagne,Iles anglo-normandes,Jersey,,Diverses marchandises,,,,480,0,0,"50",tx,[21-50]
Bretagne,Lorient,Lorient,1787-06-02,Îles Féroé,Danemark,Etranger,"0003608N",Fleur de Mai,"Hanly, Thomas",Grande-Bretagne,Irlande,Cork,,Eau-de-vie,,,,540,0,0,"18",tx,[1-20]
Normandie,Fécamp,Fécamp,1787-02-28,Portsmouth,Angleterre,Etranger,"0001322N",Valentin,"Wube, Samuel",,,,,,,,,390,117,432,"12",tx,[1-20]
Normandie,Le Havre,Le Havre,1787-07-04,Amsterdam,Hollande,Etranger,"0003302N",Risbergen,"Mellema, Foppe",,,,,,,,,390,117,0,"94",tx,[51-100]
Guyenne,Bordeaux,Bordeaux,1787-05-22,Îles Féroé,Danemark,Etranger,"0010041N",Benter,"Martin, Patrice",Grande-Bretagne,Irlande,Cork,,Vin,Eau-de-vie,Eau-de-vie,Eau-de-vie,2 250,1 710,690,"46",tx,[21-50]
Isles de Corse,Bastia,Bastia,1787-01-09,Mer Mediterranée,,Etranger,"0013279N",Saint Joseph,"Lazarini, Joseph",,,,,,,,,2 400,0,0,,,
Normandie,Dieppe,Dieppe,1787-07-12,Brighton,Angleterre,Etranger,"0000459N",Princesse Royale,"Killick, Robert",,,,,,,,,117,390,0,"40",tx,[21-50]
Bretagne,Nantes,Nantes,1787-08-27,Hambourg,Quatre villes hanséatiques,Etranger,"0009301N",Dame Anne,"Babeubs, Hardenich Chrit",Suède,Poméranie suédoise,Barth,,,,,,480,144,0,"156",tx,[101-200]
Flandre,Dunkerque,Dunkerque,1787-02-05,Ostende,Etats de l'Empereur,Etranger,"0001275N",Saint Pierre,"Gysels, Charles",Autriche,Pays-Bas autrichiens,Ostende,,,,,,135,450,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-12-19,Douvres,Angleterre,Etranger,"0000902N",Duc d' Orléans,"Cornu, Robert",France,,Boulogne-sur-Mer,Picardie,Passagers,,,,450,135,0,"30",tx,[21-50]
Picardie,Calais,Calais,1787-11-12,Douvres,Angleterre,Etranger,"0000247N",Union,"Hedde, Jacques",France,,Calais,Picardie,,,,,135,450,0,,,
Flandre,Dunkerque,Dunkerque,1787-12-12,Angleterre (destination simulée pour),Angleterre,Etranger,"0002235N",Bee,Richmont,Grande-Bretagne,Angleterre,Burnham,,,,,,135,450,0,"12",tx,[1-20]
Picardie,Calais,Calais,1787-09-03,Deal,Angleterre,Etranger,"0000496N",Bonne Intention,"Formon, Thomas",Grande-Bretagne,Angleterre,Deal,,,,,,450,45,135,"2",tx,[1-20]
Provence,Saint-Tropez,Saint-Tropez,1787-10-16,Bordighera ,,Etranger,"0014474N",Saint Pierre,"Moulinary, Antoine",République de Gênes,,Bordighera ,,Vin,,,,0,0,0,"2",tx,[1-20]
Picardie,Calais,Calais,1787-06-19,Padstow,Angleterre,Etranger,"0001087N",Sibella,"Landgford, Thomas",Grande-Bretagne,Angleterre,Padstow,,,,,,450,135,900,"40",tx,[21-50]
Normandie,Dieppe,Dieppe,1787-03-17,Newcastle,Angleterre,Etranger,"0001084N",Surcroît de Bénédiction,"Long Bolton, A.",,,,,,,,,117,390,0,"178",tx,[101-200]
Canada,Saint-Pierre-et-Miquelon,Saint-Pierre-et-Miquelon,1787-10-28,Boston,Etats-Unis,Etranger,"0001659N",Aventure,"Emery, Samuel",,,,,,,,,1 800,0,0,"120",tx,[101-200]
Flandre,Dunkerque,Dunkerque,1787-02-01,Londres,Angleterre,Etranger,"0000748N",Prince de Galles,"Burt, John",Grande-Bretagne,Angleterre,Londres,,Diverses marchandises,Sucre,Sucre,Sucre,135,450,0,"60",tx,[51-100]
Normandie,Granville,Granville,1787-04-05,Grands Bancs de Terre-Neuve,,Etranger,"0002259N",Providence,"Basin, Jean Baptiste",,,,,Pêche à la morue,Ustensiles de pêche,Ustensiles de pêche,Ustensiles de pêche,1 830,0,0,"70",tx,[51-100]
Picardie,Boulogne,Boulogne-sur-Mer,1787-09-12,Angleterre,Angleterre,Etranger,"0001431N",Good Succes,Smith,,,,,,,,,450,135,0,"2",tx,[1-20]
Normandie,Le Havre,Le Havre,1787-09-13,Lisbonne,Portugal,Etranger,"0011531N",Tage,"Hennequier, Adrien",France,,Nantes,Bretagne,,,,,390,117,0,"160",tx,[101-200]
Guyenne,Bayonne,Bayonne,1787-04-21,Saint-Sébastien,Espagne,Etranger,"0008671N",Saint Pierre,"Diparaguerre, Jean",France,,Saint-Jean-de-Luz ,Guyenne,Farine,Brai,Brai,Brai,144,480,0,"22",tx,[21-50]
Bretagne,Nantes,Nantes,1787-05-18,Hambourg,Quatre villes hanséatiques,Etranger,"0007562N",Dame Catherina,"Dirk, Jurgen Jans",,,,,,,,,480,144,0,"133",tx,[101-200]
Normandie,Dieppe,Dieppe,1787-03-29,Brighton,Angleterre,Etranger,"0000444N",Speedwell,"Lynd, Charles",,,,,,,,,390,117,0,"12",tx,[1-20]
Picardie,Calais,Calais,1787-06-22,Folkestone,Angleterre,Etranger,"0000723N",Bisey,"Wooton, Henry",Grande-Bretagne,Angleterre,Folkestone,,,,,,300,135,90,"4",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-03-16,Angleterre,Angleterre,Etranger,"0000745N",Henniker,Hammond,Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,450,135,0,"12",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-10-16,Ostende,Etats de l'Empereur,Etranger,"0001270N",Paquet,"Janssen, Jacques",Autriche,Pays-Bas autrichiens,Ostende,,Goudron,,,,135,450,0,"50",tx,[21-50]
Normandie,Port-Bail,Port-Bail,1787-05-08,Jersey,Angleterre,Etranger,"0001295N",Dauphin,"Fillieul, Jean",,,,,Diverses marchandises,,,,390,0,0,"2",tx,[1-20]
Aunis-Saintonge-Poitou,Sables-d’Olonne,Les Sables-d'Olonne,1789-08-06,Grands Bancs de Terre-Neuve,,Etranger,,Julie,"Mounoury, Joséph René",France,,Les Sables-d'Olonne,Poitou,Ustensiles de pêche,Vivres,Vivres,Vivres,1 800,0,0,"116",tx,[101-200]
Isles de Corse,Ajaccio,Ajaccio,1787-07-06,Sardaigne,,Etranger,"0008786N",Unnamed,"Costa, Ambroise",,,,,,,,,120,480,0,"15",tx,[1-20]
Guyenne,Bayonne,Bayonne,1787-12-24,Saint-Sébastien,Espagne,Etranger,"0009742N",Notre Dame d' Aransasou,"Doyambehere, Jean",,,,,Morue sèche,,,,144,480,0,"28",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-01-04,Angleterre,Angleterre,Etranger,"0007453N",Liberty,Colbrook,,,,,,,,,135,450,0,"20",tx,[1-20]
Isles de Corse,Bastia,Bastia,1787-07-28,Livourne,,Etranger,"0011990N",Adelaide,"Ventre, Jean Baptiste",France,,Martigues,Provence,,,,,240,0,0,,,
Normandie,Cherbourg,Diélette,1787-09-02,Guernesey,Angleterre,Etranger,"0000282N",Marie,"Hubert, Jean",,,,,Diverses marchandises,,,,390,0,0,"2",tx,[1-20]
Guyenne,Bordeaux,Bordeaux,1787-05-01,Amsterdam,Hollande,Etranger,"0006561N",Désir de la Paix,"Bernardus, Guiliam",Provinces-Unies,Hollande,Amsterdam,,Sucre,Diverses marchandises,Diverses marchandises,Diverses marchandises,10 620,4 158,600,"177",tx,[101-200]
Bretagne,Saint-Malo,Saint-Malo,1787-06-23,Guernesey,Angleterre,Etranger,"0006867N",Providence,"Goguet, Pierre",Grande-Bretagne,Iles anglo-normandes,Guernesey,,Passagers,,,,240,72,0,"18",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-11-02,Angleterre (destination simulée pour),Angleterre,Etranger,"0001102N",Happy Return,"West, Jean",Grande-Bretagne,Angleterre,Deal,,,,,,135,450,0,"12",tx,[1-20]
